date	new_pages
2018-04-24	41
2018-04-25	45
2018-04-26	52
2018-04-27	67
2018-04-28	54
2018-04-29	74
2018-04-30	49
2018-05-01	51
2018-05-02	52
2018-05-03	43
2018-05-04	35
2018-05-05	37
2018-05-06	31
2018-05-07	54
2018-05-08	38
2018-05-09	51
2018-05-10	69
2018-05-11	49
2018-05-12	59
2018-05-13	60
2018-05-14	39
2018-05-15	49
2018-05-16	58
2018-05-17	67
2018-05-18	36
2018-05-19	59
2018-05-20	72
2018-05-21	40
2018-05-22	62
2018-05-23	79
2018-05-24	60
2018-05-25	74
2018-05-26	47
2018-05-27	36
2018-05-28	46
2018-05-29	57
2018-05-30	52
2018-05-31	53
2018-06-01	75
2018-06-02	66
2018-06-03	53
2018-06-04	54
2018-06-05	76
2018-06-06	75
2018-06-07	59
2018-06-08	68
2018-06-09	47
2018-06-10	66
2018-06-11	49
2018-06-12	65
2018-06-13	74
2018-06-14	67
2018-06-15	59
2018-06-16	95
2018-06-17	58
2018-06-18	60
2018-06-19	78
2018-06-20	81
2018-06-21	83
2018-06-22	66
2018-06-23	53
2018-06-24	48
2018-06-25	60
2018-06-26	59
2018-06-27	77
2018-06-28	58
2018-06-29	56
2018-06-30	84
2018-07-01	53
2018-07-02	60
2018-07-03	65
2018-07-04	79
2018-07-05	46
2018-07-06	76
2018-07-07	42
2018-07-08	47
2018-07-09	45
2018-07-10	55
2018-07-11	51
2018-07-12	59
2018-07-13	72
2018-07-14	47
2018-07-15	57
2018-07-16	40
2018-07-17	64
2018-07-18	63
2018-07-19	59
2018-07-20	54
2018-07-21	53
2018-07-22	38
2018-07-23	50
2018-07-24	75
2018-07-25	63
2018-07-26	95
2018-07-27	55
2018-07-28	77
2018-07-29	74
2018-07-30	57
2018-07-31	50
2018-08-01	64
2018-08-02	111
2018-08-03	55
2018-08-04	43
2018-08-05	56
2018-08-06	68
2018-08-07	62
2018-08-08	46
2018-08-09	43
2018-08-10	43
2018-08-11	47
2018-08-12	53
2018-08-13	38
2018-08-14	51
2018-08-15	37
2018-08-16	48
2018-08-17	48
2018-08-18	26
2018-08-19	51
2018-08-20	48
2018-08-21	54
2018-08-22	36
2018-08-23	40
2018-08-24	55
2018-08-25	57
2018-08-26	67
2018-08-27	69
2018-08-28	52
2018-08-29	77
2018-08-30	103
2018-08-31	69
2018-09-01	77
2018-09-02	55
2018-09-03	57
2018-09-04	49
2018-09-05	72
2018-09-06	100
2018-09-07	74
2018-09-08	143
2018-09-09	57
2018-09-10	49
2018-09-11	55
2018-09-12	47
2018-09-13	51
2018-09-14	60
2018-09-15	45
2018-09-16	73
2018-09-17	71
2018-09-18	49
2018-09-19	45
2018-09-20	67
2018-09-21	63
2018-09-22	68
2018-09-23	61
2018-09-24	57
2018-09-25	56
2018-09-26	42
2018-09-27	49
2018-09-28	27
2018-09-29	31
2018-09-30	51
2018-10-01	56
2018-10-02	59
2018-10-03	52
2018-10-04	38
2018-10-05	54
2018-10-06	41
2018-10-07	30
2018-10-08	61
2018-10-09	71
2018-10-10	46
2018-10-11	81
2018-10-12	72
2018-10-13	76
2018-10-14	70
2018-10-15	78
2018-10-16	61
2018-10-17	77
2018-10-18	65
2018-10-19	74
2018-10-20	35
2018-10-21	47
2018-10-22	76
2018-10-23	82
2018-10-24	52
2018-10-25	76
2018-10-26	85
2018-10-27	59
2018-10-28	62
2018-10-29	50
2018-10-30	59
2018-10-31	72
2018-11-01	57
2018-11-02	66
2018-11-03	57
2018-11-04	70
2018-11-05	59
2018-11-06	74
2018-11-07	58
2018-11-08	73
2018-11-09	60
2018-11-10	74
2018-11-11	50
2018-11-12	49
2018-11-13	43
2018-11-14	76
2018-11-15	77
2018-11-16	61
2018-11-17	66
2018-11-18	64
2018-11-19	73
2018-11-20	52
2018-11-21	61
2018-11-22	59
2018-11-23	65
2018-11-24	61
2018-11-25	57
2018-11-26	66
2018-11-27	64
2018-11-28	55
2018-11-29	68
2018-11-30	63
2018-12-01	58
2018-12-02	71
2018-12-03	53
2018-12-04	49
2018-12-05	58
2018-12-06	63
2018-12-07	56
2018-12-08	68
2018-12-09	54
2018-12-10	76
2018-12-11	45
2018-12-12	70
2018-12-13	59
2018-12-14	66
2018-12-15	80
2018-12-16	69
2018-12-17	61
2018-12-18	47
2018-12-19	56
2018-12-20	51
2018-12-21	69
2018-12-22	47
2018-12-23	51
2018-12-24	40
2018-12-25	64
2018-12-26	61
2018-12-27	58
2018-12-28	70
2018-12-29	79
2018-12-30	43
2018-12-31	32
