date	new_pages
2017-12-15	78
2017-12-16	91
2017-12-17	58
2017-12-18	63
2017-12-19	51
2017-12-20	54
2017-12-21	60
2017-12-22	53
2017-12-23	51
2017-12-24	45
2017-12-25	59
2017-12-26	66
2017-12-27	65
2017-12-28	80
2017-12-29	89
2017-12-30	91
2017-12-31	83
